"pid"|"old_size"|"new_size"
11163|"41"|"S"
11163|"44"|"M"
11166|"34"|"XS"
11166|"35,5"|"S"
11166|"36"|"XS"
11166|"37,5"|"M"
11166|"38"|"XS"
11166|"38,5"|"L"
11168|"L"|"L"
11168|"M"|"M"
11168|"XL"|"XL"
11172|"2XL"|"XXL"
11172|"L"|"L"
11172|"M"|"M"
11172|"S"|"S"
11172|"XL"|"XL"
11173|"2XL"|"XXL"
11173|"L"|"L"
11173|"M"|"M"
11173|"XL"|"XL"
11175|"40"|"S"
11175|"41 1/3"|"S"
11175|"42"|"M"
11175|"42 2/3"|"M"
11175|"43 1/3"|"M"
11175|"44"|"M"
11175|"46"|"L"
11175|"47 1/3"|"XXL"
11175|"48"|"XXL"
11176|"41"|"S"
11176|"45,5"|"L"
11180|"164"|"XL"
11181|"42,5"|"M"
11181|"43"|"M"
11181|"44"|"M"
11181|"44,5"|"M"
11181|"45"|"M"
11181|"47,5"|"XXL"
11183|"L"|"L"
11183|"M"|"M"
11183|"XL"|"XL"
11184|"36"|"XS"
11184|"38"|"XS"
11185|"44"|"M"
11187|"2XL"|"XXL"
11187|"L"|"L"
11187|"M"|"M"
11187|"S"|"S"
11187|"XL"|"XL"
11189|"M ( 140-152 )"|"M"
11189|"XL ( 158-170 )"|"XL"
11193|"L"|"L"
11193|"M"|"M"
11193|"XL"|"XL"
11195|"46"|"L"
11196|"M"|"M"
11198|"L"|"L"
11198|"S"|"S"
11198|"XL"|"XL"
11201|"41 - 44"|"L"
11204|"L"|"L"
11205|"2XL"|"XXL"
11205|"L"|"L"
11205|"M"|"M"
11205|"S"|"S"
11205|"XL"|"XL"
11207|"2XL"|"XXL"
11208|"35,5"|"S"
11214|"XL"|"XL"
11215|"39 1/3"|"S"
11215|"42"|"M"
11215|"42 2/3"|"M"
11215|"43 1/3"|"M"
11215|"44"|"M"
11215|"44 2/3"|"M"
11215|"45 1/3"|"L"
11215|"46"|"L"
11215|"46 2/3"|"XL"
11215|"47 1/3"|"XXL"
11215|"48"|"XXL"
11218|"40"|"S"
11221|"L"|"L"
11221|"M"|"M"
11221|"S"|"S"
11221|"XL"|"XL"
11222|"39"|"L"
11223|"46"|"L"
11224|"44"|"M"
11224|"47"|"XL"
11227|"39"|"S"
11227|"40"|"S"
11227|"40,5"|"S"
11227|"41"|"S"
11227|"42"|"M"
11227|"42,5"|"M"
11227|"43"|"M"
11227|"44"|"M"
11227|"44,5"|"M"
11227|"45"|"M"
11227|"45,5"|"L"
11227|"46"|"L"
11227|"47"|"XL"
11227|"47,5"|"XXL"
11229|"140"|"M"
11230|"YLG 147,5-157,5"|"L"
11234|"44"|"M"
11234|"44 2/3"|"M"
11234|"45 1/3"|"L"
11234|"46"|"L"
11235|"33,5"|"XS"
11235|"38,5"|"L"
11237|"44"|"M"
11237|"45,5"|"L"
11237|"46"|"L"
11241|"2XL"|"XXL"
11241|"L"|"L"
11241|"M"|"M"
11241|"S"|"S"
11241|"XL"|"XL"
11241|"XS"|"XS"
11247|"39"|"S"
11247|"40"|"S"
11247|"40,5"|"S"
11247|"41"|"S"
11247|"42"|"M"
11247|"42,5"|"M"
11247|"43"|"M"
11247|"44"|"M"
11247|"44,5"|"M"
11247|"45"|"M"
11247|"45,5"|"L"
11247|"46"|"L"
11247|"47"|"XL"
11247|"47,5"|"XXL"
11249|"L"|"L"
11249|"M"|"M"
11249|"S"|"S"
11250|"2XL"|"XXL"
11250|"L"|"L"
11250|"M"|"M"
11250|"S"|"S"
11250|"XL"|"XL"
11251|"42"|"M"
11251|"43 1/3"|"M"
11252|"116"|"XS"
11252|"128"|"S"
11252|"140"|"M"
11252|"152"|"L"
11252|"164"|"XL"
11254|"L"|"L"
11256|"L"|"L"
11256|"M"|"M"
11256|"S"|"S"
11256|"XL"|"XL"
11257|"L"|"L"
11257|"M"|"M"
11257|"S"|"S"
11260|"2XL"|"XXL"
11260|"L"|"L"
11260|"M"|"M"
11260|"S"|"S"
11260|"XL"|"XL"
11266|"44 2/3"|"M"
11266|"46"|"L"
11269|"2 ( 37-39 )"|"S"
11269|"4 ( 43-45 )"|"L"
11270|"41 - 44"|"L"
11272|"S ( 128-140 )"|"S"
11273|"43"|"M"
11273|"44,5"|"M"
11276|"M"|"M"
11276|"S"|"S"
11278|"44"|"M"
11280|"39"|"S"
11280|"40"|"S"
11280|"40,5"|"S"
11280|"41"|"S"
11280|"42"|"M"
11280|"42,5"|"M"
11280|"44"|"M"
11280|"44,5"|"M"
11280|"45"|"M"
11280|"45,5"|"L"
11280|"46"|"L"
11286|"2XL"|"XXL"
11286|"L"|"L"
11286|"M"|"M"
11286|"S"|"S"
11286|"XL"|"XL"
11293|"2XL"|"XXL"
11293|"L"|"L"
11293|"M"|"M"
11293|"S"|"S"
11293|"XL"|"XL"
11295|"L"|"L"
11299|"L"|"L"
11299|"M"|"M"
11299|"XL"|"XL"
11306|"42"|"M"
11306|"42 2/3"|"M"
11308|"L"|"L"
11314|"M"|"M"
11317|"2XL"|"XXL"
11317|"L"|"L"
11317|"M"|"M"
11317|"S"|"S"
11317|"XL"|"XL"
11319|"M"|"M"
11321|"L"|"L"
11321|"M"|"M"
11321|"XL"|"XL"
11323|"L"|"L"
11323|"M"|"M"
11323|"S"|"S"
11323|"XL"|"XL"
11324|"L ( 152-158 )"|"L"
11324|"M ( 140-152 )"|"M"
11324|"S ( 128-140 )"|"S"
11324|"XL ( 158-170 )"|"XL"
11325|"38,5"|"L"
11329|"39 1/3"|"S"
11329|"41 1/3"|"S"
11329|"42"|"M"
11329|"42 2/3"|"M"
11329|"43 1/3"|"M"
11329|"44"|"M"
11329|"44 2/3"|"M"
11329|"45 1/3"|"L"
11329|"46"|"L"
11329|"46 2/3"|"XL"
11330|"M ( 38/40 )"|"M"
11330|"S ( 34/36 )"|"S"
11330|"XS ( 32/34 )"|"XS"
11331|"164"|"XL"
11332|"42"|"M"
11332|"43"|"M"
11332|"45"|"M"
11339|"L"|"L"
11339|"M"|"M"
11339|"S"|"S"
11339|"XL"|"XL"
11340|"L"|"L"
11340|"M"|"M"
11340|"XL"|"XL"
11345|"116"|"XS"
11350|"L"|"L"
11350|"M"|"M"
11350|"XL"|"XL"
11353|"41 1/3"|"S"
11354|"L ( 152-158 )"|"L"
11355|"33"|"XS"
11355|"33,5"|"XS"
11355|"34"|"XS"
11355|"36"|"XS"
11355|"36,5"|"M"
11355|"37,5"|"M"
11355|"38"|"XS"
11356|"140"|"M"
11357|"L"|"L"
11357|"S"|"S"
11358|"41"|"S"
11358|"42,5"|"M"
11358|"44"|"M"
11364|"39 1/3"|"S"
11364|"42 2/3"|"M"
11364|"43 1/3"|"M"
11364|"44 2/3"|"M"
11367|"34"|"XS"
11367|"37 1/3"|"M"
11367|"38"|"XS"
11368|"2XL"|"XXL"
11370|"38"|"XS"
11371|"3 ( 39-42 )"|"M"
11371|"4 ( 43-46 )"|"L"
11371|"5 ( 47-49 )"|"XL"
11372|"44,5"|"M"
11375|"44"|"M"
11375|"44,5"|"M"
11375|"45,5"|"L"
11377|"M"|"M"
11377|"S"|"S"
11381|"41"|"S"
11381|"42"|"M"
11381|"43"|"M"
11381|"45"|"M"
11381|"46"|"L"
11383|"45"|"M"
11384|"30"|"XS"
11384|"31,5"|"XS"
11386|"L ( 152-158 )"|"L"
11386|"XL ( 158-170 )"|"XL"
11389|"L"|"L"
11389|"M"|"M"
11391|"L"|"L"
11391|"M"|"M"
11391|"XL"|"XL"
11393|"152"|"L"
11393|"164"|"XL"
11395|"2XL"|"XXL"
11395|"L"|"L"
11395|"M"|"M"
11395|"S"|"S"
11395|"XL"|"XL"
11402|"8 ( XL )"|"XXL"
11406|"5 ( 43-46 )"|"XL"
11410|"L"|"L"
11410|"M"|"M"
11410|"S"|"S"
11411|"3XL"|"XXL"
11411|"L"|"L"
11411|"M"|"M"
11411|"S"|"S"
11411|"XL"|"XL"
11412|"37 1/3"|"M"
11414|"43"|"M"
11418|"2XL"|"XXL"
11418|"S"|"S"
11420|"2XL"|"XXL"
11420|"L"|"L"
11420|"S"|"S"
11422|"3 (35-38 )"|"M"
11422|"4 ( 39-42 )"|"L"
11422|"5 ( 43-46 )"|"XL"
11425|"L ( 152-158 )"|"L"
11426|"2XL"|"XXL"
11426|"S"|"S"
11429|"L"|"L"
11431|"35"|"S"
11431|"36"|"XS"
11431|"38,5"|"L"
11433|"2XL"|"XXL"
11433|"L"|"L"
11433|"M"|"M"
11433|"S"|"S"
11433|"XL"|"XL"
11438|"L"|"L"
11438|"XL"|"XL"
11445|"M"|"M"
11449|"41"|"S"
11449|"42,5"|"M"
11449|"43"|"M"
11449|"44"|"M"
11450|"M"|"M"
11450|"S"|"S"
11450|"XL"|"XL"
11452|"39"|"S"
11452|"40"|"S"
11452|"40,5"|"S"
11452|"42,5"|"M"
11452|"43"|"M"
11452|"44"|"M"
11452|"44,5"|"M"
11452|"45"|"M"
11452|"47"|"XL"
11453|"L"|"L"
11453|"M"|"M"
11456|"L"|"L"
11456|"M"|"M"
11456|"XL"|"XL"
11459|"41"|"S"
11463|"35,5"|"S"
11463|"36"|"XS"
11463|"36,5"|"M"
11463|"37,5"|"M"
11463|"38"|"XS"
11464|"42 2/3"|"M"
11464|"43 1/3"|"M"
11464|"44"|"M"
11465|"36"|"XS"
11466|"XL ( 158-170 )"|"XL"
11472|"0 ( 31-33 )"|"XS"
11472|"1 ( 34-36 )"|"XS"
11472|"2 ( 37-39 )"|"S"
11472|"3 ( 40-42 )"|"M"
11472|"4 ( 43-45 )"|"L"
11472|"5 ( 46-48 )"|"XL"
11475|"2XL"|"XXL"
11475|"L"|"L"
11475|"M"|"M"
11475|"S"|"S"
11475|"XL"|"XL"
11476|"S"|"S"
11477|"36"|"XS"
11478|"164"|"XL"
11480|"128"|"S"
11480|"140"|"M"
11480|"152"|"L"
11480|"164"|"XL"
11480|"176"|"XXL"
11486|"M"|"M"
11488|"XL"|"XL"
11493|"3 ( 41-43 )"|"M"
11501|"L"|"L"
11501|"M"|"M"
11504|"L"|"L"
11504|"M"|"M"
11504|"XL"|"XL"
11505|"L"|"L"
11505|"M"|"M"
11505|"XL"|"XL"
11507|"M"|"M"
11509|"2 ( 37-39 )"|"S"
11509|"4 ( 43-45 )"|"L"
11509|"5 ( 46-48 )"|"XL"
11510|"32"|"XS"
11510|"33,5"|"XS"
11510|"35,5"|"S"
11510|"36"|"XS"
11512|"39"|"S"
11512|"40"|"S"
11512|"41"|"S"
11512|"42"|"M"
11512|"42,5"|"M"
11512|"43"|"M"
11512|"44"|"M"
11512|"44,5"|"M"
11512|"45"|"M"
11512|"46"|"L"
11514|"M"|"M"
11514|"S"|"S"
11514|"XL"|"XL"
11515|"41 - 44"|"L"
11523|"L ( 152-158 )"|"L"
11523|"M ( 140-152 )"|"M"
11523|"S ( 128-140 )"|"S"
11523|"XL ( 158-170 )"|"XL"
11524|"M"|"M"
11528|"140"|"M"
11528|"164"|"XL"
11532|"39"|"M"
11535|"39"|"S"
11535|"43"|"M"
11535|"44"|"M"
11535|"44,5"|"M"
11535|"45"|"M"
11535|"45,5"|"L"
11535|"46"|"L"
11535|"47,5"|"XXL"
11539|"2XL"|"XXL"
11539|"M"|"M"
11539|"S"|"S"
11541|"164"|"XL"
11544|"40"|"S"
11546|"42,5"|"M"
11546|"44,5"|"M"
11547|"36,5"|"M"
11561|"42 2/3"|"M"
11562|"M"|"M"
11565|"47 1/3"|"XXL"
11568|"M ( 40 )"|"M"
11569|"43"|"M"
11569|"44"|"M"
11572|"2XL"|"XXL"
11572|"L"|"L"
11572|"M"|"M"
11572|"S"|"S"
11572|"XL"|"XL"
11573|"XL"|"XL"
11580|"M"|"M"
11581|"128"|"S"
11581|"140"|"M"
11581|"152"|"L"
11581|"164"|"XL"
11582|"140"|"M"
11582|"152"|"L"
11582|"164"|"XL"
11582|"176"|"XXL"
11583|"2XL"|"XXL"
11583|"L"|"L"
11583|"M"|"M"
11583|"S"|"S"
11583|"XL"|"XL"
11584|"M ( 140-152 )"|"M"
11584|"XL ( 158-170 )"|"XL"
11593|"L"|"L"
11593|"M"|"M"
11593|"S"|"S"
11593|"XL"|"XL"
11594|"M"|"M"
11595|"2XL"|"XXL"
11595|"L"|"L"
11595|"M"|"M"
11595|"S"|"S"
11595|"XL"|"XL"
11595|"XS"|"XS"
11596|"140"|"M"
11596|"152"|"L"
11596|"164"|"XL"
11597|"M"|"M"
11600|"40,5"|"S"
11600|"41"|"S"
11600|"42"|"M"
11600|"42,5"|"M"
11600|"43"|"M"
11600|"44"|"M"
11600|"44,5"|"M"
11600|"45,5"|"L"
11600|"47,5"|"XXL"
11601|"45"|"M"
11604|"2XL"|"XXL"
11604|"L"|"L"
11604|"M"|"M"
11604|"S"|"S"
11604|"XL"|"XL"
11605|"42"|"M"
11605|"42 2/3"|"M"
11605|"44"|"M"
11605|"44 2/3"|"M"
11605|"45 1/3"|"L"
11607|"2XL"|"XXL"
11607|"L"|"L"
11607|"M"|"M"
11607|"S"|"S"
11607|"XL"|"XL"
11610|"164"|"XL"
11613|"140"|"M"
11613|"164"|"XL"
11614|"2XL"|"XXL"
11614|"L"|"L"
11614|"M"|"M"
11614|"S"|"S"
11614|"XL"|"XL"
11615|"41,5"|"S"
11616|"38"|"XS"
11617|"S"|"S"
11619|"39"|"S"
11619|"40"|"S"
11619|"40,5"|"S"
11619|"41"|"S"
11619|"42"|"M"
11619|"42,5"|"M"
11619|"43"|"M"
11619|"44"|"M"
11619|"44,5"|"M"
11619|"45"|"M"
11619|"45,5"|"L"
11619|"46"|"L"
11621|"4 ( 39-42 )"|"L"
11621|"5 ( 43-46 )"|"XL"
11622|"41"|"S"
11622|"42"|"M"
11622|"42,5"|"M"
11622|"43"|"M"
11622|"44"|"M"
11622|"44,5"|"M"
11622|"45"|"M"
11622|"45,5"|"L"
11629|"2XL"|"XXL"
11629|"L"|"L"
11629|"S"|"S"
11630|"42"|"M"
11630|"44,5"|"M"
11633|"44,5"|"M"
11637|"L ( 42-46 )"|"L"
11637|"M ( 38-42 )"|"M"
11637|"S ( 34-38 )"|"S"
11644|"S"|"S"
11646|"L"|"L"
11647|"L"|"L"
11647|"M"|"M"
11649|"34"|"XS"
11649|"37,5"|"M"
11649|"38"|"XS"
11651|"40 2/3"|"S"
11651|"41 1/3"|"S"
11651|"42"|"M"
11651|"42 2/3"|"M"
11651|"43 1/3"|"M"
11651|"44 2/3"|"M"
11651|"45 1/3"|"L"
11651|"46 2/3"|"XL"
11651|"47 1/3"|"XXL"
11652|"M"|"M"
11653|"L"|"L"
11655|"M"|"M"
11655|"S"|"S"
11656|"40,5"|"S"
11656|"41"|"S"
11656|"42"|"M"
11656|"44,5"|"M"
11656|"47"|"XL"
11657|"40,5"|"S"
11657|"42,5"|"M"
11657|"43"|"M"
11660|"L"|"L"
11660|"M"|"M"
11660|"S"|"S"
11660|"XL"|"XL"
11663|"40,5"|"S"
11663|"43"|"M"
11663|"44"|"M"
11663|"44,5"|"M"
11665|"L"|"L"
11665|"S"|"S"
11669|"2XL"|"XXL"
11669|"2XL/T"|"XXL"
11669|"3XL"|"XXL"
11669|"L"|"L"
11669|"M"|"M"
11669|"S"|"S"
11669|"XL"|"XL"
11669|"XS"|"XS"
11671|"39"|"S"
11671|"40"|"S"
11671|"40,5"|"S"
11671|"41"|"S"
11671|"43"|"M"
11671|"44"|"M"
11671|"45"|"M"
11671|"46"|"L"
11671|"47,5"|"XXL"
11672|"L ( 152-158 )"|"L"
11672|"M ( 140-152 )"|"M"
11672|"S ( 128-140 )"|"S"
11672|"XL ( 158-170 )"|"XL"
11672|"XS ( 116-128 )"|"XS"
11677|"XL"|"XL"
11678|"43,5"|"M"
11678|"45"|"M"
11678|"45,5"|"L"
11679|"36,5"|"S"
11679|"38,5"|"M"
11681|"37,5"|"M"
11681|"38"|"XS"
11681|"38,5"|"L"
11683|"41"|"S"
11683|"42,5"|"M"
11683|"44,5"|"M"
11683|"45"|"M"
11683|"45,5"|"L"
11684|"M"|"M"
11689|"42"|"M"
11689|"43"|"M"
11689|"44"|"M"
11689|"44,5"|"M"
11689|"45"|"M"
11689|"45,5"|"L"
11689|"46"|"L"
11690|"S ( 128-140 )"|"S"
11690|"XS ( 116-128 )"|"XS"
11692|"S"|"S"
11699|"45"|"M"
11702|"4 ( 43-46 )"|"L"
11703|"S"|"S"
11706|"2XL"|"XXL"
11706|"3XL"|"XXL"
11706|"4XL"|"XXL"
11706|"L"|"L"
11706|"M"|"M"
11706|"S"|"S"
11706|"XL"|"XL"
11708|"L ( 152-158 )"|"L"
11708|"M ( 140-152 )"|"M"
11708|"S ( 128-140 )"|"S"
11708|"XL ( 158-170 )"|"XL"
11715|"44"|"M"
11723|"M"|"M"
11725|"41 1/3"|"S"
11725|"42"|"M"
11725|"42 2/3"|"M"
11725|"43 1/3"|"M"
11725|"44"|"M"
11725|"44 2/3"|"M"
11725|"45 1/3"|"L"
11725|"46"|"L"
11725|"46 2/3"|"XL"
11727|"L ( 40/42 )"|"L"
11727|"M ( 38/40 )"|"M"
11727|"S ( 34/36 )"|"S"
11727|"XS ( 32/34 )"|"XS"
11730|"164"|"XL"
11733|"2XL"|"XXL"
11733|"L"|"L"
11734|"37 1/3"|"M"
11738|"L"|"L"
11738|"M"|"M"
11738|"S"|"S"
11738|"XL"|"XL"
11739|"L"|"L"
11739|"M"|"M"
11739|"XL"|"XL"
11747|"S"|"S"
11749|"39"|"S"
11749|"40"|"S"
11749|"41"|"S"
11749|"42"|"M"
11749|"44"|"M"
11749|"45"|"M"
11749|"46"|"L"
11749|"47,5"|"XXL"
11754|"S ( 34/36 )"|"S"
11756|"4 ( 43-46 )"|"L"
11756|"5 ( 47-49 )"|"XL"
11757|"2XL"|"XXL"
11757|"L"|"L"
11757|"M"|"M"
11757|"S"|"S"
11757|"XL"|"XL"
11758|"M"|"M"
11758|"S"|"S"
11761|"37"|"S"
11761|"40"|"S"
11762|"2XL"|"XXL"
11762|"L"|"L"
11762|"M"|"M"
11762|"S"|"S"
11762|"XL"|"XL"
11766|"30"|"XS"
11766|"32"|"XS"
11766|"37 1/3"|"M"
11766|"38"|"XS"
11768|"L"|"L"
11768|"M"|"M"
11768|"S"|"S"
11769|"L"|"L"
11772|"40 2/3"|"S"
11772|"46 2/3"|"XL"
11773|"39"|"S"
11773|"40,5"|"S"
11775|"44"|"M"
11775|"44 2/3"|"M"
11777|"32"|"XS"
11777|"38,5"|"L"
11778|"L"|"L"
11778|"M"|"M"
11778|"S"|"S"
11779|"L"|"L"
11779|"M"|"M"
11779|"XL"|"XL"
11781|"39"|"S"
11781|"40"|"S"
11781|"40,5"|"S"
11781|"41"|"S"
11781|"42"|"M"
11781|"42,5"|"M"
11781|"43"|"M"
11781|"44"|"M"
11781|"44,5"|"M"
11781|"45"|"M"
11781|"45,5"|"L"
11783|"4 ( 43-45 )"|"L"
11784|"40"|"S"
11784|"40,5"|"S"
11784|"41"|"S"
11784|"42"|"M"
11784|"42,5"|"M"
11784|"43"|"M"
11784|"44,5"|"M"
11786|"45"|"M"
11787|"41"|"S"
11787|"47,5"|"XXL"
11788|"L"|"L"
11788|"S"|"S"
11791|"2XL"|"XXL"
11793|"44"|"M"
11793|"44,5"|"M"
11793|"45"|"M"
11802|"L"|"L"
11803|"116/128"|"XS"
11803|"140/152"|"M"
11803|"164/176"|"XL"
11806|"S ( 34/36 )"|"S"
11806|"XL ( 44/46 )"|"XL"
11807|"2XL"|"XXL"
11809|"2XL"|"XXL"
11809|"L"|"L"
11809|"M"|"M"
11809|"XL"|"XL"
11810|"L"|"L"
11810|"M"|"M"
11810|"S"|"S"
11810|"XL"|"XL"
11811|"44,5"|"M"
11817|"39 1/3"|"S"
11817|"40"|"S"
11817|"40 2/3"|"S"
11817|"41 1/3"|"S"
11817|"42"|"M"
11817|"42 2/3"|"M"
11817|"43 1/3"|"M"
11817|"44"|"M"
11817|"44 2/3"|"M"
11817|"45 1/3"|"L"
11817|"46"|"L"
11817|"46 2/3"|"XL"
11817|"47 1/3"|"XXL"
11819|"42"|"M"
11821|"L"|"L"
11822|"L ( 152-158 )"|"L"
11822|"M ( 140-152 )"|"M"
11822|"XL ( 158-170 )"|"XL"
11824|"36,5"|"S"
11824|"37,5"|"S"
11824|"38"|"XS"
11824|"38,5"|"M"
11826|"2XL"|"XXL"
11826|"L"|"L"
11826|"M"|"M"
11826|"S"|"S"
11826|"XL"|"XL"
11826|"XS"|"XS"
11835|"L"|"L"
11835|"M"|"M"
11835|"S"|"S"
11838|"44"|"M"
11841|"L"|"L"
11843|"42,5"|"M"
11843|"43"|"M"
11843|"44"|"M"
11843|"44,5"|"M"
11843|"45"|"M"
11843|"45,5"|"L"
11844|"38"|"XS"
11845|"164"|"XL"
11849|"L"|"L"
11849|"M"|"M"
11849|"S"|"S"
11849|"XL"|"XL"
11854|"43"|"M"
11857|"S"|"S"
11860|"L ( 42-46 )"|"L"
11860|"M ( 38-42 )"|"M"
11860|"S ( 34-38 )"|"S"
11860|"XL (46-50 )"|"XL"
11862|"40,5"|"S"
11866|"40"|"S"
11866|"40 2/3"|"S"
11866|"41 1/3"|"S"
11866|"42"|"M"
11866|"42 2/3"|"M"
11866|"43 1/3"|"M"
11866|"44"|"M"
11866|"44 2/3"|"M"
11866|"45 1/3"|"L"
11866|"46 2/3"|"XL"
11874|"2XL"|"XXL"
11874|"L"|"L"
11874|"M"|"M"
11874|"XL"|"XL"
11877|"40"|"S"
11877|"40 2/3"|"S"
11877|"41 1/3"|"S"
11877|"42"|"M"
11877|"42 2/3"|"M"
11877|"43 1/3"|"M"
11877|"44"|"M"
11877|"44 2/3"|"M"
11877|"45 1/3"|"L"
11877|"46"|"L"
11877|"46 2/3"|"XL"
11877|"47 1/3"|"XXL"
11877|"48"|"XXL"
11877|"48 2/3"|"XXL"
11878|"40 2/3"|"S"
11878|"41 1/3"|"S"
11878|"42 2/3"|"M"
11878|"43 1/3"|"M"
11878|"44"|"M"
11878|"45 1/3"|"L"
11878|"46 2/3"|"XL"
11878|"48"|"XXL"
11879|"41"|"S"
11882|"L ( 152-158 )"|"L"
11882|"M ( 140-152 )"|"M"
11882|"S ( 128-140 )"|"S"
11882|"XL ( 158-170 )"|"XL"
11882|"XS ( 116-128 )"|"XS"
11888|"164"|"XL"
11890|"L"|"L"
11890|"M"|"M"
11890|"S"|"S"
11891|"41 1/3"|"S"
11891|"42 2/3"|"M"
11891|"44"|"M"
11891|"45 1/3"|"L"
11911|"140"|"M"
11911|"152"|"L"
11913|"L ( 42-46 )"|"L"
11913|"S ( 34-38 )"|"S"
11914|"2XL"|"XXL"
11914|"L"|"L"
11914|"M"|"M"
11914|"S"|"S"
11914|"XL"|"XL"
11920|"L ( 152-158 )"|"L"
11920|"XL ( 158-170 )"|"XL"
11923|"XL"|"XL"
11928|"L"|"L"
11928|"M"|"M"
11928|"XL"|"XL"
11929|"L"|"L"
11929|"XL"|"XL"
11930|"L"|"L"
11930|"M"|"M"
11932|"42"|"M"
11932|"44"|"M"
11932|"44,5"|"M"
11935|"2XL"|"XXL"
11935|"L"|"L"
11935|"M"|"M"
11935|"S"|"S"
11935|"XL"|"XL"
11936|"S"|"S"
11937|"M"|"M"
11941|"140"|"M"
11941|"164"|"XL"
11943|"L ( 152-158 )"|"L"
11943|"M ( 140-152 )"|"M"
11943|"XS ( 116-128 )"|"XS"
11944|"37,5"|"S"
11944|"38,5"|"M"
11944|"39"|"M"
11951|"42"|"M"
11951|"43 1/3"|"M"
11951|"45 1/3"|"L"
11955|"41"|"S"
11955|"42"|"M"
11955|"42,5"|"M"
11955|"43"|"M"
11955|"44"|"M"
11955|"44,5"|"M"
11956|"2XL"|"XXL"
11957|"2XL"|"XXL"
11957|"L"|"L"
11957|"M"|"M"
11957|"XL"|"XL"
11958|"L ( 42-46 )"|"L"
11958|"M ( 38-42 )"|"M"
11962|"42 2/3"|"M"
11962|"43 1/3"|"M"
11962|"44"|"M"
11962|"44 2/3"|"M"
11965|"L ( 40/42 )"|"L"
11965|"M ( 38/40 )"|"M"
11966|"L"|"L"
11966|"S"|"S"
11970|"36,5"|"M"
11970|"38,5"|"L"
11971|"L"|"L"
11971|"M"|"M"
11971|"XL"|"XL"
11972|"42"|"M"
11973|"38,5"|"L"
11974|"42 2/3"|"M"
11974|"43 1/3"|"M"
11975|"M"|"M"
11977|"M"|"M"
11977|"S"|"S"
11977|"XL"|"XL"
11980|"L"|"L"
11983|"YLG 147,5-157,5"|"L"
11985|"40"|"S"
11985|"41"|"S"
11985|"42,5"|"M"
11985|"44"|"M"
11985|"45"|"M"
11985|"46"|"L"
11988|"M"|"M"
11989|"164/176"|"XL"
11994|"44,5"|"M"
11995|"39 1/3"|"S"
11995|"40 2/3"|"S"
11995|"41 1/3"|"S"
11995|"42"|"M"
11995|"42 2/3"|"M"
11995|"43 1/3"|"M"
11995|"44"|"M"
11995|"44 2/3"|"M"
11995|"45 1/3"|"L"
11995|"46"|"L"
11995|"46 2/3"|"XL"
11996|"5 ( 43-46 )"|"XL"
11998|"XS ( 116-128 )"|"XS"
12004|"2XL"|"XXL"
12004|"L"|"L"
12004|"M"|"M"
12004|"S"|"S"
12004|"XL"|"XL"
12015|"L ( 152-158 )"|"L"
12015|"M ( 140-152 )"|"M"
12015|"S ( 128-140 )"|"S"
12015|"XL ( 158-170 )"|"XL"
12020|"L"|"L"
12020|"M"|"M"
12020|"XL"|"XL"
12022|"42 2/3"|"M"
12024|"36,5"|"M"
12024|"37,5"|"M"
12024|"38"|"XS"
12024|"38,5"|"L"
12025|"2XL"|"XXL"
12025|"L"|"L"
12025|"M"|"M"
12025|"S"|"S"
12025|"XL"|"XL"
12028|"L"|"L"
12028|"M"|"M"
12028|"S"|"S"
12028|"XL"|"XL"
12031|"2XL"|"XXL"
12031|"L"|"L"
12031|"S"|"S"
12032|"2XL"|"XXL"
12032|"S"|"S"
12034|"L"|"L"
12034|"M"|"M"
12037|"42,5"|"M"
12040|"L ( 40/42 )"|"L"
12040|"M ( 38/40 )"|"M"
12041|"36,5"|"M"
12041|"37,5"|"M"
12041|"38"|"XS"
12041|"38,5"|"L"
12044|"M"|"M"
12045|"41"|"S"
12045|"42"|"M"
12045|"42,5"|"M"
12045|"43"|"M"
12045|"44"|"M"
12045|"44,5"|"M"
12045|"45,5"|"L"
12045|"46"|"L"
12048|"43 1/3"|"M"
12050|"XL ( 158-170 )"|"XL"
12056|"2XL"|"XXL"
12056|"L"|"L"
12056|"M"|"M"
12056|"XL"|"XL"
12061|"42"|"M"
12062|"38"|"XS"
12063|"L"|"L"
12063|"M"|"M"
12063|"S"|"S"
12063|"XL"|"XL"
12065|"L ( 40/42 )"|"L"
12067|"M ( 38/40 )"|"M"
12067|"S ( 34/36 )"|"S"
12071|"L"|"L"
12079|"45,5"|"L"
12080|"40,5"|"S"
12083|"2"|"XS"
12086|"31"|"XS"
12086|"37 1/3"|"M"
12086|"38 2/3"|"L"
12093|"42"|"M"
12093|"42,5"|"M"
12093|"43"|"M"
12093|"44"|"M"
12093|"45"|"M"
12093|"45,5"|"L"
12094|"L"|"L"
12094|"M"|"M"
12094|"S"|"S"
12094|"XL"|"XL"
12096|"37,5"|"M"
12100|"L"|"L"
12100|"M"|"M"
12100|"S"|"S"
12101|"L ( 152-158 )"|"L"
12101|"XL ( 158-170 )"|"XL"
12105|"L"|"L"
12105|"M"|"M"
12105|"S"|"S"
12105|"XL"|"XL"
12107|"L"|"L"
12107|"M"|"M"
12111|"3XL"|"XXL"
12111|"L"|"L"
12111|"M"|"M"
12111|"S"|"S"
12111|"XL"|"XL"
12111|"XS"|"XS"
12112|"XS ( 32 )"|"XS"
12115|"L"|"L"
12115|"S"|"S"
